id, display_name, profile, avatar, since, amount, one_time, tier_index, public
ucupumar, ucupumar,  https://github.com/ucupumar, https://avatars.githubusercontent.com/u/5253453?v=4, https://avatars.githubusercontent.com/u/226720150?u=2602c79eca3df5d011a6297f0d823ceba6cdd03e&v=4, 2025-08-15T14:02:02Z, 20, False, 1, True
